Ubigeo;Departamento;Provincia;Distrito;Indicador;Unidad de medida;Anio 2012;Anio 2013;Anio 2014;Anio 2015;Anio 2016;Anio 2017;Anio 2018;Anio 2019;Anio 2020;Anio 2021;Anio 2022;Anio 2023
050515;AYACUCHO;LA MAR;PATIBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;;;;;;;;;401
050513;AYACUCHO;LA MAR;RIO MAGDALENA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;;;;;;;;;668
050509;AYACUCHO;LA MAR;SAMUGARI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;3462;3402;3288;3294;3348;3382;2719;2694;2666
050501;AYACUCHO;LA MAR;SAN MIGUEL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4285;4181;4083;3821;4151;4106;3884;3690;3775;2963;2881;2975
050507;AYACUCHO;LA MAR;SANTA ROSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3847;4213;4105;4158;4078;4020;4001;4385;4302;4432;4106;3763
050508;AYACUCHO;LA MAR;TAMBO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5061;4957;4673;4692;4826;4314;4188;3992;3795;3865;3965;3893
050512;AYACUCHO;LA MAR;UNION PROGRESO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;;;;;;;;;;;;950
050602;AYACUCHO;LUCANAS;AUCARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;646;711;638;584;596;574;578;565;611;626;601;582
050603;AYACUCHO;LUCANAS;CABANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;369;377;323;333;332;310;316;297;296;316;302;281
050604;AYACUCHO;LUCANAS;CARMEN SALCEDO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;273;348;336;308;313;283;254;278;302;333;305;294
050605;AYACUCHO;LUCANAS;CHAVIÑA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;544;787;676;656;626;603;549;576;620;610;582;561
050606;AYACUCHO;LUCANAS;CHIPAO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1051;1076;1053;1017;913;918;858;890;876;958;921;796
050607;AYACUCHO;LUCANAS;HUAC-HUAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;443;431;425;392;353;337;345;354;392;366;340;314
050608;AYACUCHO;LUCANAS;LARAMATE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;638;758;568;547;525;541;491;509;573;602;545;483
050609;AYACUCHO;LUCANAS;LEONCIO PRADO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;253;258;184;198;198;191;197;208;222;213;212;184
050610;AYACUCHO;LUCANAS;LLAUTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;299;265;239;237;211;201;219;221;247;253;243;203
050611;AYACUCHO;LUCANAS;LUCANAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1037;1137;1068;1149;830;834;765;758;794;842;910;850
050612;AYACUCHO;LUCANAS;OCAÑA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;745;859;781;670;654;660;591;556;652;681;661;585
050613;AYACUCHO;LUCANAS;OTOCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;610;680;602;529;502;530;500;502;531;525;482;433
050601;AYACUCHO;LUCANAS;PUQUIO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;4438;5589;5462;5600;5546;5571;5354;5612;5433;5648;5427;5499
050614;AYACUCHO;LUCANAS;SAISA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;96;175;151;145;84;79;80;78;98;104;107;104
050619;AYACUCHO;LUCANAS;SANCOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1403;1907;1732;1656;1617;1431;1404;1401;1423;1457;1586;1508
050615;AYACUCHO;LUCANAS;SAN CRISTOBAL;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;582;747;729;670;637;581;568;537;536;534;513;467
050616;AYACUCHO;LUCANAS;SAN JUAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;140;186;168;160;214;217;198;202;214;226;198;165
050617;AYACUCHO;LUCANAS;SAN PEDRO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;898;1056;913;866;781;756;727;682;703;713;707;650
050618;AYACUCHO;LUCANAS;SAN PEDRO DE PALCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;398;402;373;352;342;291;267;274;305;336;311;232
050620;AYACUCHO;LUCANAS;SANTA ANA DE HUAYCAHUACHO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;164;184;175;141;125;127;115;123;137;154;178;171
050621;AYACUCHO;LUCANAS;SANTA LUCIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;341;289;263;263;287;266;301;315;370;392;430;434
050702;AYACUCHO;PARINACOCHAS;CHUMPI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;831;843;759;763;720;698;684;623;618;629;589;528
050701;AYACUCHO;PARINACOCHAS;CORACORA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5462;5402;5222;5035;4793;4922;4774;4837;5077;5348;5222;5172
050703;AYACUCHO;PARINACOCHAS;CORONEL CASTAÑEDA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;344;356;283;244;249;236;211;183;196;197;214;172
050704;AYACUCHO;PARINACOCHAS;PACAPAUSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;201;188;149;137;126;111;111;98;114;125;112;97
050705;AYACUCHO;PARINACOCHAS;PULLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1655;1620;1500;1611;1773;1896;2006;2193;2382;2629;3123;3327
050706;AYACUCHO;PARINACOCHAS;PUYUSCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;675;637;598;596;578;578;569;568;644;630;664;642
050707;AYACUCHO;PARINACOCHAS;SAN FRANCISCO DE RIVACAYCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;198;142;128;144;151;121;129;137;148;155;126;107
050708;AYACUCHO;PARINACOCHAS;UPAHUACHO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;498;475;428;438;393;380;353;344;357;356;325;297
050802;AYACUCHO;PAUCAR DEL SARA SARA;COLTA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;139;145;134;128;130;133;108;109;123;119;115;106
050803;AYACUCHO;PAUCAR DEL SARA SARA;CORCULLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;116;112;123;124;121;124;126;114;104;115;95;94
050804;AYACUCHO;PAUCAR DEL SARA SARA;LAMPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;730;673;650;613;603;591;558;567;597;657;726;645
050805;AYACUCHO;PAUCAR DEL SARA SARA;MARCABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;185;169;151;154;151;148;132;121;127;132;143;144
050806;AYACUCHO;PAUCAR DEL SARA SARA;OYOLO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;350;370;370;387;382;394;418;410;427;418;438;420
050807;AYACUCHO;PAUCAR DEL SARA SARA;PARARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;94;96;97;79;107;112;112;100;107;121;109;115
050801;AYACUCHO;PAUCAR DEL SARA SARA;PAUSA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1259;1263;1158;1159;1187;1178;1139;1220;1313;1319;1540;1288
050808;AYACUCHO;PAUCAR DEL SARA SARA;SAN JAVIER DE ALPABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;52;64;76;81;60;69;84;79;107;112;87;88
050809;AYACUCHO;PAUCAR DEL SARA SARA;SAN JOSE DE USHUA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;84;75;76;64;78;70;80;85;81;71;73;69
050810;AYACUCHO;PAUCAR DEL SARA SARA;SARA SARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;219;230;205;199;180;176;156;142;150;152;144;118
050902;AYACUCHO;SUCRE;BELEN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;93;79;77;78;72;64;58;59;61;59;62;64
050903;AYACUCHO;SUCRE;CHALCOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;271;241;240;231;211;197;169;160;165;169;168;157
050904;AYACUCHO;SUCRE;CHILCAYOC;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;194;191;166;163;151;140;143;160;167;180;184;199
050905;AYACUCHO;SUCRE;HUACAÑA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;180;162;151;126;123;116;126;115;95;109;102;87
050906;AYACUCHO;SUCRE;MORCOLLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;438;404;356;345;324;324;302;281;287;316;294;274
050907;AYACUCHO;SUCRE;PAICO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;292;260;236;244;206;221;195;189;194;199;186;163
050901;AYACUCHO;SUCRE;QUEROBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1119;1074;1088;1006;1105;1090;1021;1022;1091;1115;1107;1110
050908;AYACUCHO;SUCRE;SAN PEDRO DE LARCAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;370;376;362;358;346;334;352;357;364;352;336;307
050909;AYACUCHO;SUCRE;SAN SALVADOR DE QUIJE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;345;323;307;289;274;247;229;215;233;250;218;199
050910;AYACUCHO;SUCRE;SANTIAGO DE PAUCARAY;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;280;263;243;226;209;219;182;153;168;181;159;141
050911;AYACUCHO;SUCRE;SORAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;447;429;408;383;378;372;386;402;413;408;397;360
051002;AYACUCHO;VICTOR FAJARDO;ALCAMENCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;562;469;431;388;345;353;337;314;329;341;323;264
051003;AYACUCHO;VICTOR FAJARDO;APONGO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;182;181;180;162;161;142;140;148;171;155;189;135
051004;AYACUCHO;VICTOR FAJARDO;ASQUIPATA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;72;68;64;57;58;57;46;36;35;42;38;40
051005;AYACUCHO;VICTOR FAJARDO;CANARIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;765;736;695;702;729;683;661;702;713;742;728;722
051006;AYACUCHO;VICTOR FAJARDO;CAYARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;330;321;283;253;251;242;209;212;205;195;188;165
051007;AYACUCHO;VICTOR FAJARDO;COLCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;267;223;192;209;197;190;193;181;188;212;171;178
051008;AYACUCHO;VICTOR FAJARDO;HUAMANQUIQUIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;354;367;330;322;312;317;311;305;295;297;291;295
051001;AYACUCHO;VICTOR FAJARDO;HUANCAPI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;798;744;715;655;700;677;652;713;793;809;806;738
051009;AYACUCHO;VICTOR FAJARDO;HUANCARAYLLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;497;489;464;441;408;385;378;371;439;462;442;398
051010;AYACUCHO;VICTOR FAJARDO;HUAYA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;688;768;768;704;698;720;663;631;678;671;639;598
051011;AYACUCHO;VICTOR FAJARDO;SARHUA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;968;1010;996;948;960;909;846;794;784;814;777;706
051012;AYACUCHO;VICTOR FAJARDO;VILCANCHOS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;902;904;875;902;902;849;807;759;750;763;746;676
051102;AYACUCHO;VILCAS HUAMAN;ACCOMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;333;323;299;277;239;226;209;204;243;275;259;236
051103;AYACUCHO;VILCAS HUAMAN;CARHUANCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;273;281;248;246;238;238;217;206;233;241;229;209
051104;AYACUCHO;VILCAS HUAMAN;CONCEPCION;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;682;672;647;605;565;534;536;532;539;553;519;480
051105;AYACUCHO;VILCAS HUAMAN;HUAMBALPA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;473;449;446;427;400;386;370;358;374;400;365;337
051106;AYACUCHO;VILCAS HUAMAN;INDEPENDENCIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;427;375;345;316;294;277;242;230;266;258;216;187
051107;AYACUCHO;VILCAS HUAMAN;SAURAMA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;435;379;355;326;306;299;275;253;280;291;256;191
051101;AYACUCHO;VILCAS HUAMAN;VILCAS HUAMAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2681;2485;2437;2365;2392;2248;2060;2099;2109;2172;2166;1975
051108;AYACUCHO;VILCAS HUAMAN;VISCHONGO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1217;1240;1243;1192;1160;1141;1172;1060;1166;1212;1132;1045
060202;CAJAMARCA;CAJABAMBA;CACHACHI;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;6444;7337;7487;7736;8122;8240;8372;8723;8745;8850;9384;8988
060201;CAJAMARCA;CAJABAMBA;CAJABAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8192;10088;10168;10311;10707;10891;11216;11498;11547;11539;11633;11599
060203;CAJAMARCA;CAJABAMBA;CONDEBAMBA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3540;3847;3876;3864;3974;3823;3974;4030;4061;4032;4007;3875
060204;CAJAMARCA;CAJABAMBA;SITACOCHA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2374;2542;2621;2546;2662;2637;2647;2643;2687;2709;2792;2612
060102;CAJAMARCA;CAJAMARCA;ASUNCION;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1882;2500;2478;2423;2416;2413;2349;2377;2326;2398;2272;2209
060101;CAJAMARCA;CAJAMARCA;CAJAMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;61110;70699;70639;71249;73411;75469;78958;78897;79322;82245;84755;87815
060103;CAJAMARCA;CAJAMARCA;CHETILLA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1338;1357;1406;1329;1388;1303;1291;1334;1341;1379;1398;1351
060104;CAJAMARCA;CAJAMARCA;COSPAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2179;2395;2409;2516;2417;2434;2466;2452;2347;2402;2381;2261
060105;CAJAMARCA;CAJAMARCA;ENCAÑADA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;5978;6604;6627;6136;6746;6091;5965;5892;5973;6211;6095;5821
060106;CAJAMARCA;CAJAMARCA;JESUS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3532;4143;4284;4510;5115;4897;5084;5062;5191;5373;5459;5184
060107;CAJAMARCA;CAJAMARCA;LLACANORA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;977;1326;1347;1342;1357;1531;1451;1495;1634;1743;1462;1524
060108;CAJAMARCA;CAJAMARCA;LOS BAÑOS DEL INCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;8687;9703;9092;9650;10020;9926;10217;11159;11904;12866;12873;13941
060109;CAJAMARCA;CAJAMARCA;MAGDALENA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2666;2699;2595;2500;2663;2697;2663;2709;2615;2671;2558;2486
060110;CAJAMARCA;CAJAMARCA;MATARA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;634;827;929;968;946;961;979;978;982;1001;990;951
060111;CAJAMARCA;CAJAMARCA;NAMORA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2468;3049;2993;3075;3175;3148;3230;3228;3308;3460;3478;3436
060112;CAJAMARCA;CAJAMARCA;SAN JUAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1126;1473;1343;1379;1323;1298;1309;1282;1275;1288;1284;1253
060301;CAJAMARCA;CELENDIN;CELENDIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;7472;8866;9043;9482;9735;9937;10248;10509;10354;10393;10953;10886
060302;CAJAMARCA;CELENDIN;CHUMUCH;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1083;1094;1054;1029;1020;983;966;908;888;884;861;776
060303;CAJAMARCA;CELENDIN;CORTEGANA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3049;3107;3027;2922;2832;2761;2637;2574;2547;2558;2434;2292
060304;CAJAMARCA;CELENDIN;HUASMIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3876;3867;3968;3728;3558;3387;3257;3149;3166;3205;3178;2846
060305;CAJAMARCA;CELENDIN;JORGE CHAVEZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;77;72;64;74;67;66;67;59;68;66;68;56
060306;CAJAMARCA;CELENDIN;JOSE GALVEZ;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;681;721;624;636;654;657;645;629;657;680;662;564
060312;CAJAMARCA;CELENDIN;LA LIBERTAD DE PALLAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2207;2243;2289;2194;2061;2035;1966;1887;1884;1856;1919;1657
060307;CAJAMARCA;CELENDIN;MIGUEL IGLESIAS;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1507;1516;1573;1528;1460;1407;1302;1248;1230;1212;1148;1078
060308;CAJAMARCA;CELENDIN;OXAMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1602;1719;1978;1930;1905;1877;1840;1818;1834;1922;1909;1776
060309;CAJAMARCA;CELENDIN;SOROCHUCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;2624;2914;2651;2486;2487;2420;2297;2168;2167;2200;2096;1916
060310;CAJAMARCA;CELENDIN;SUCRE;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1460;1627;1566;1618;1575;1558;1491;1482;1509;1591;1631;1573
060311;CAJAMARCA;CELENDIN;UTCO;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;375;352;309;298;289;272;232;229;224;238;228;230
060402;CAJAMARCA;CHOTA;ANGUIA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1484;1459;1398;1260;1196;1106;1054;1020;1005;1004;948;868
060403;CAJAMARCA;CHOTA;CHADIN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1255;1209;1148;1097;1118;1076;1062;1033;996;1010;1010;935
060419;CAJAMARCA;CHOTA;CHALAMARCA;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;3196;3372;3193;3180;3059;2943;2907;2804;2804;2916;2872;2754
060404;CAJAMARCA;CHOTA;CHIGUIRIP;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;1143;1128;1115;1077;1049;1004;960;931;913;917;886;798
060405;CAJAMARCA;CHOTA;CHIMBAN;Número de alumnos(as) matriculados en el sistema educativo nacional;Personas;821;891;853;854;821;807;767;740;782;777;798;684
